Date,Temperature (°C),Humidity (%),Wind Speed (m/s),Holiday,New Housing Units,Commercial Area Growth (m²),Population Growth (%),Electricity Demand (MW)
2023-01-02 08:00:00,25.025819192074117,35.642363864237296,4.626089356040217,1,1948,671.5878465559504,0.44389134582463474,4092.877590865957
2023-01-02 09:00:00,24.600800153498973,70.96702596565041,3.176375355460587,0,1403,587.27796221895,0.8210614267637592,8626.847017874255
2023-01-02 10:00:00,37.52718463998191,36.880683615827614,4.445044383433518,0,1744,458.233113715057,0.30620831230877893,6124.590707840248
2023-01-02 11:00:00,43.35160394081729,43.75877147095729,0.7897159867212666,1,813,944.8372125743259,0.9154090454302645,2324.2916993858616
2023-01-02 12:00:00,20.166366452035945,55.50256385905862,4.640206830604111,1,865,272.39390990784455,0.19562841925997754,3316.240888269529
2023-01-02 13:00:00,14.770275621825373,60.65681087316608,2.3842176792864724,1,918,395.42820905614076,0.4232268806120164,6180.8188321751295
2023-01-02 14:00:00,20.169598350371658,60.20500856612041,1.51194744837042,0,702,821.2765806584648,0.7724521276364126,4934.315639934355
2023-01-02 15:00:00,13.256737072247248,54.02600338865415,1.2374395043272397,1,889,611.6930329497379,0.29115324379076407,6779.9039551380465
2023-01-02 16:00:00,12.5800892655664,65.0860636259199,1.506309387802675,1,1233,302.25674890781755,0.9570285847215173,2675.779779682806
2023-01-02 17:00:00,25.20490687760443,31.858820659669885,0.9324853509794501,1,943,912.5669121663833,0.8426123004612248,3995.7348950735163
2023-01-02 18:00:00,31.939435801522247,37.514751800735574,3.6904086635830193,0,1463,257.6772966085768,0.11549325981197661,8024.469557155748
2023-01-02 19:00:00,26.7948426627972,56.7208824497133,2.2280922993420855,1,1657,416.6212609369137,0.4960237972366256,4930.4092004665545
2023-01-02 20:00:00,37.08862896769257,47.31558069091058,2.2108409127532744,0,710,623.4805767796329,0.5129903502712851,1988.4236214532214
2023-01-02 21:00:00,22.197870772777918,46.200898678618145,4.361298773618734,1,1492,158.0140782469119,0.12285553302942935,8700.054888059236
2023-01-02 22:00:00,24.37789909895389,52.03731329925952,3.5667139837960744,0,1583,335.3014432855374,0.4402316322439759,7310.829601620811
2023-01-02 23:00:00,30.074163807194385,61.796396940103655,4.769971761198974,1,1320,959.2857785173583,0.19368426038907224,1961.2186661856003
2023-01-03 00:00:00,37.32490700351166,75.46734202890295,3.335108464080665,0,1065,930.8370915699427,0.8502954796144568,7340.145821447035
2023-01-03 01:00:00,36.717466398613524,52.804623040517306,1.112043098560363,0,1596,771.9052622183243,0.15371957096343825,4413.675019448034
2023-01-03 02:00:00,35.7185210862448,67.36125170184127,1.2007247692361522,0,840,869.9950489593989,0.7202854232372519,8386.661696846917
2023-01-03 03:00:00,34.744462518856544,68.62511723592081,2.80207095178487,1,910,206.48456016212742,0.2688351426263426,2017.6975013296694
2023-01-03 04:00:00,22.034682281506235,65.46769337917942,1.8956064872799594,1,1124,567.6983406627855,0.9158821911252222,5453.411470273953
2023-01-03 05:00:00,20.63876945118049,53.9911328427216,2.916139216650605,1,1794,737.3708045314821,0.9546647268974846,7530.601190194641
2023-01-03 06:00:00,14.44729805244847,65.5830367441011,2.0109036197971673,0,1177,447.8533267705517,0.48447103782212864,2138.316119319987
2023-01-03 07:00:00,44.81937465152737,33.8989932605038,0.7992307575884823,1,1351,919.6028553948192,0.9951342705999412,6739.302350588208
2023-01-03 08:00:00,32.88886797830597,75.07315184086076,1.6250608539129967,1,713,844.7481626942176,0.720008521040449,8789.894941241688
2023-01-03 09:00:00,36.16498021451858,73.18093388101795,2.907889284552235,0,809,625.7121721849618,0.7287626662670402,4014.2622397986684
2023-01-03 10:00:00,13.471902655542,72.14479600184848,1.0395506573835442,0,842,970.064762296111,0.8380140739171027,3123.5232975241734
2023-01-03 11:00:00,41.77059160102547,49.20186802707428,1.7317449530381375,1,1170,635.7011568801604,0.9042970395711928,3658.5892479110453
2023-01-03 12:00:00,19.466712511536375,51.91303104700269,2.929521782808585,0,1886,745.4023744640822,0.2386702977389576,4201.66615193227
2023-01-03 13:00:00,14.308341310568267,58.700538545254105,0.8471326559449963,1,1913,635.464329900699,0.2999423780051334,8985.608682736984
2023-01-03 14:00:00,12.140237744033685,45.93990816103707,0.8728272885601243,1,1509,324.5431762946928,0.5334180807334393,8236.513964333975
2023-01-03 15:00:00,33.34778137890591,40.8303172895126,2.072726174922334,0,1746,843.1294763151099,0.5211639417851489,8395.983618435526
2023-01-03 16:00:00,22.999022335984023,69.70718522922861,3.516554716257416,0,1397,942.1690517674133,0.7463787065266083,8169.497896790279
2023-01-03 17:00:00,36.82774621679354,49.597648561186574,4.492130662514464,1,1468,972.4803330304825,0.34046791501877377,4576.454370036252
2023-01-03 18:00:00,43.438708100670176,62.05113221793445,3.198316261518329,1,1805,936.5256848920399,0.798208319905308,7920.703496846134
2023-01-03 19:00:00,21.885190730207505,59.6309697359127,4.570971194727969,0,1478,888.789350067504,0.7248354463516297,3965.8539052630335
2023-01-03 20:00:00,22.71732029096407,65.37618528783742,2.473343407659162,1,910,322.60896009584155,0.8736362219879051,5872.141909090216
2023-01-03 21:00:00,11.162477917023862,66.86846034048187,1.7115911920063533,1,1009,794.6746339221887,0.7075141529808895,6666.576620346116
2023-01-03 22:00:00,34.594943405011044,68.56429286938197,2.7431743807073885,1,1577,669.9446196220078,0.44607533153423806,1876.6940430489774
2023-01-03 23:00:00,29.05499499180454,78.6758453706235,4.664037257477733,1,1968,171.42169246153068,0.19350238771496686,5384.808986311873
2023-01-04 00:00:00,21.509091315765197,50.575539549850035,0.6302329304021392,0,1950,975.2518954328729,0.2466180318439089,8725.994441611312
2023-01-04 01:00:00,35.616183305436635,31.801854551721725,4.426538075468407,0,738,696.7779657801224,0.7911434599508729,7933.8713860339185
2023-01-04 02:00:00,19.945012859532227,47.03085327157608,1.6900857703941048,1,1569,611.028648271747,0.6128287468891933,4773.440870404642
2023-01-04 03:00:00,37.169470190348946,45.120122434431735,4.522507739633924,0,1041,204.94201049250722,0.13366482065166146,7386.263533529422
2023-01-04 04:00:00,19.88611975376905,79.06935479053055,0.6782142371457187,1,835,878.5407226510391,0.9305128943124564,6378.961516297553
2023-01-04 05:00:00,18.45538717260183,32.82491359597953,4.48093273448181,0,1307,586.2728869039688,0.6053736340661731,8163.605825511582
2023-01-04 06:00:00,30.138331292146276,60.117860072797455,1.9401321404219978,1,1723,315.507621253634,0.501052447138626,8350.119737116129
2023-01-04 07:00:00,26.419311019222015,51.63034243049773,0.6485540466653503,1,970,888.4923230778336,0.10316969701056865,6621.675639511754
2023-01-04 08:00:00,23.41609589033446,41.62605470950399,1.192115482093997,1,1135,883.3096351641047,0.6089852933874982,6089.8444372435515
2023-01-04 09:00:00,27.68470446312533,39.25699790306026,0.6565486622383034,0,582,497.354160214034,0.5161702404427281,8567.573079752598
2023-01-04 10:00:00,31.27980263377356,58.62907910471411,1.5433805928921371,0,554,913.3391056252063,0.8078911937460451,2343.565918313304
2023-01-04 11:00:00,43.15508058243253,56.47722509675217,2.2801832140683467,0,904,696.9606605876847,0.8081571204509302,6142.819886316861
2023-01-04 12:00:00,12.09695031254383,43.560623702970496,2.1617263407547744,0,1810,996.0925238450919,0.9541601462088871,8737.169602041653
2023-01-04 13:00:00,26.038487403951887,60.7119719462797,2.81112847018075,1,1106,568.2592410175592,0.34092460240281675,2255.984665798883
2023-01-04 14:00:00,27.21499340254775,41.20899135829194,4.9807258603644495,1,1565,450.83470285600634,0.49252551996735994,4585.428153329567
2023-01-04 15:00:00,44.08842095456595,79.73510193284963,4.6372937405843055,0,638,841.8759959513279,0.8681492027095316,5233.995103185858
2023-01-04 16:00:00,13.881747794480393,39.87067888852,3.1737597407995497,0,1815,365.82775686611797,0.5117468588110072,6618.044196826586
2023-01-04 17:00:00,36.82215279986791,61.52513153325117,1.9717021902939629,0,1205,298.8055451854716,0.3723188915657746,3078.8163212847085
2023-01-04 18:00:00,38.96919341089154,38.12422136767362,2.7232876097317003,0,1228,725.4092452550103,0.7141456958258,4251.5442306069435
2023-01-04 19:00:00,19.24065377808053,72.09055818145278,2.8634201116325633,0,1689,524.5574474172074,0.6641161788644983,5887.807934281934
2023-01-04 20:00:00,38.898552058892534,50.72887401532347,3.3184017540555755,1,904,176.12324966585868,0.9214475222003727,4563.763823956946
2023-01-04 21:00:00,33.4013186016652,49.16707178004178,4.900566357560686,1,1408,101.06412083258192,0.6987942649192518,7241.890031783606
2023-01-04 22:00:00,38.38229479100346,63.2292048706252,1.6282974870284384,0,1488,587.6700547018149,0.9974041232423619,1808.0794231496056
2023-01-04 23:00:00,18.1754335264319,62.43720506764171,4.769792543255861,1,1900,719.7439902888486,0.8205813029031904,8909.391698353571
2023-01-05 00:00:00,25.623894980635594,33.367352671992144,2.8710170029204756,1,1965,163.74015196029626,0.2975781508261333,1867.308476563287
2023-01-05 01:00:00,28.862525740172956,40.12587710290956,4.207169038273964,0,1139,264.6012918255266,0.5772636922492232,8837.494079616856
2023-01-05 02:00:00,14.649745871351037,50.21686814275028,4.293755140788944,0,987,929.4369510292482,0.11092322369287165,2591.498232577682
2023-01-05 03:00:00,10.135855380376638,56.27401664547233,2.186316232154839,1,959,590.4683435883386,0.6051732432018856,3182.7237613861753
2023-01-05 04:00:00,10.187843842875782,69.51496943099518,3.8895393183128166,1,1250,822.0356023983836,0.13425786013339192,4536.879786748175
2023-01-05 05:00:00,25.215968915649274,76.99366303853918,1.25903391637301,0,942,187.53872226986027,0.18500824356715362,8281.210653520542
2023-01-05 06:00:00,28.200483836053355,70.05275272854826,1.7192021584950714,1,1922,534.8592534810923,0.17888704157148827,8985.951709477074
2023-01-05 07:00:00,21.103457276098702,36.00964417513747,1.3660326471069961,0,725,729.7504586655551,0.35046322586371215,5869.912020694665
2023-01-05 08:00:00,31.34499211561095,49.05746254027869,3.4127745435867483,1,1355,392.7577468710098,0.7306333641266948,4605.897532822666
2023-01-05 09:00:00,14.81993781461681,63.99935069694704,1.9642693388809265,1,1488,726.0545784895523,0.646112928287185,7269.538850419054
2023-01-05 10:00:00,38.219178383210995,39.74554905225264,2.4972042989435908,0,575,621.0544202495313,0.7114189829137499,7094.994940986357
2023-01-05 11:00:00,27.582392619826585,75.82120855863131,4.118654244223551,1,845,710.2982615790396,0.4446226047551963,5449.882770996803
2023-01-05 12:00:00,43.311458371275435,55.79432357581829,3.6644328040657514,1,1491,734.1893173184097,0.9314089044714191,5754.399580600253
2023-01-05 13:00:00,31.5278091014081,67.17192992107738,3.7914725077715494,0,1024,999.34147597396,0.5899734752607716,7556.727843208889
2023-01-05 14:00:00,15.713721632741223,40.833507387999816,1.1062452228279325,1,1680,101.95145038077197,0.809673195284973,8175.517296924805
2023-01-05 15:00:00,11.399086974987389,38.846810918979216,1.191308434433734,1,789,680.5010292555644,0.78192995443284,8119.33656652431
2023-01-05 16:00:00,20.669259641662123,35.153697459188905,4.969760762305417,0,1276,954.2193833043189,0.7156173323415617,8916.561872864906
2023-01-05 17:00:00,34.366671778312416,67.4967175804189,1.1440333802347251,0,1452,287.36456711447886,0.1399327822113423,5763.487335190197
2023-01-05 18:00:00,33.75441037633139,60.26033606011069,4.953184671642857,1,1097,305.1650493712543,0.7541236070975679,8880.48032376534
2023-01-05 19:00:00,10.580492860280302,32.490478551608476,0.7103728101667766,1,846,225.76881891763418,0.20528828656612835,5972.869635833425
2023-01-05 20:00:00,27.021580442172848,31.50039421570021,0.58366737212245,1,1207,386.06492041864936,0.8831857644664617,3491.3364413756553
2023-01-05 21:00:00,44.05320621175105,41.74299146185445,1.8845990042047258,1,998,687.451020215417,0.9742978836018856,7061.320625294249
2023-01-05 22:00:00,27.791777861848082,75.12826393820023,4.026576686817148,0,835,800.0725030040132,0.991276070928762,6478.016794016135
2023-01-05 23:00:00,12.652060639289719,60.13594537799913,0.690597034819616,0,1032,776.2758578487305,0.6728726046617515,4878.313021472613
2023-01-06 00:00:00,44.052047067613195,63.480897070108476,2.630038144210762,0,834,737.9447819836992,0.45813097566503946,7147.738556486307
2023-01-06 01:00:00,30.48214792597983,33.23642237682498,3.494634122254783,0,1613,368.06705331177807,0.7340748354213816,7342.429543724726
2023-01-06 02:00:00,11.907866446995431,59.6562686803704,3.728120466164685,1,1295,826.2437817930381,0.7201603212011434,6151.911038864365
2023-01-06 03:00:00,21.654048914410772,73.60233705360636,3.3321485499829047,0,603,203.71623915361744,0.6645562679102246,6579.069297962927
2023-01-06 04:00:00,23.806502343922894,73.47441611510956,0.5260364627587633,0,1034,243.44504776101672,0.8960395392084183,5716.412996889207
2023-01-06 05:00:00,43.560689049859434,75.25654230552581,3.9171059420312297,0,917,821.3889090481667,0.8775706892606415,7453.679434675137
2023-01-06 06:00:00,41.36860657218906,49.9239276136901,0.9959521597276348,1,656,273.056845530269,0.19287770895648937,4225.877054791219
2023-01-06 07:00:00,41.384507787375995,44.251661089179564,0.6180780296689354,1,1794,390.5534087084296,0.1434798667623133,8009.160072688504
2023-01-06 08:00:00,13.268938621520066,30.997045168071836,3.4349508035665295,0,884,575.6815830022945,0.2462299534380266,3478.6472176423413
2023-01-06 09:00:00,27.841863887643186,42.01878639384438,3.032712841297209,0,1289,883.4677606543294,0.5561150793963318,3416.6071096480737
2023-01-06 10:00:00,36.876304128960456,74.90186231904295,2.7899733928749013,0,1144,939.0129136278924,0.21398431397103201,7689.841977194424
2023-01-06 11:00:00,38.754069607622974,77.26573233557254,4.177754622828122,0,1409,616.8896299409419,0.3382681320379338,2965.8452068090555
2023-01-06 12:00:00,20.44630440700793,31.649265288876578,0.6399083547926574,0,1122,989.3035662753732,0.9445276895886026,6317.414868186323
2023-01-06 13:00:00,16.074547763001497,31.999829409138947,2.3420501810679624,1,1319,338.94664773877577,0.8650824254184296,1790.7219991819754
2023-01-06 14:00:00,19.37460142593632,63.2523675770837,2.9957666708911104,0,1986,953.360439765607,0.5658220468066252,5085.342613109713
2023-01-06 15:00:00,42.153778136859266,52.79625942643795,2.5846641888034285,0,1432,949.5601327570873,0.43122294621991286,7599.869791912841
2023-01-06 16:00:00,30.328174449241825,69.70711225540367,3.2459770941023742,0,723,875.6470346863606,0.8404886368748508,1883.7154742947855
2023-01-06 17:00:00,15.451889865437426,64.41786980543296,2.9729540489304527,0,1239,396.6450770854048,0.9524478328933355,7618.03135485595
2023-01-06 18:00:00,26.314905546070626,45.03365244735086,2.740998217177339,0,1432,708.5345988412275,0.28750353376325816,8406.352511025327
2023-01-06 19:00:00,32.15759365096839,51.65458675456926,1.8557266412897517,0,1366,206.86928166504026,0.9020922367061498,8556.563933983602
2023-01-06 20:00:00,10.402370222255882,76.6237782986087,4.082357518821408,1,693,294.125072183518,0.13898795189703173,1586.8471471431344
2023-01-06 21:00:00,31.90094756267545,74.20889061575741,1.5374066739267365,0,794,522.6325268701419,0.1919693287182718,1635.7925642215964
2023-01-06 22:00:00,20.516716755158022,62.833211530627935,0.9538614480073038,0,905,569.8864487056806,0.3648953799642667,8055.265852652223
2023-01-06 23:00:00,44.711810562422556,60.22393131063564,1.6109798022119386,1,1263,648.6877577586095,0.439010767931193,8813.310905922997
2023-01-07 00:00:00,41.109456712467235,30.594751528107334,4.750604275573249,0,581,319.7163321455589,0.12070263021873813,7290.799474097585
2023-01-07 01:00:00,17.90860475209862,34.656204647570675,2.5491694434540744,0,637,287.7000573026079,0.5600350744613245,2357.324291167287
2023-01-07 02:00:00,37.74015291510321,60.207902828586455,1.5599600367396804,0,1250,778.3205606599635,0.4052958965108874,1981.01113708014
2023-01-07 03:00:00,38.275550535246296,32.256046698682994,4.064054650516191,0,1392,745.8428620373667,0.9929210725618663,7138.5219168362255
2023-01-07 04:00:00,15.990089459083185,67.90169235581156,2.004415423801411,0,1740,697.0193247851208,0.3887693539729299,7237.897338767569
2023-01-07 05:00:00,16.040956386446247,74.56738653206833,4.626421392927104,1,617,630.0121637379041,0.6751632290709925,6720.909235395462
2023-01-07 06:00:00,38.99063859793825,33.270175466638456,3.571765408325951,0,1464,481.28170266919847,0.7126298927395298,5276.482676809061
2023-01-07 07:00:00,41.939919855434475,45.92615382681365,1.0718607154191477,0,1155,946.3459409961682,0.18177319991819824,3425.2219902310585
2023-01-07 08:00:00,18.76024587873378,58.20068995228938,4.818807147895902,1,1145,722.6118980816273,0.5107029058713812,1824.9014185703463
2023-01-07 09:00:00,14.060289836009641,67.73151261069455,2.0419787827896934,1,1094,224.7799275175214,0.3653255160194586,8871.886013336996
2023-01-07 10:00:00,44.842718874020285,38.058674698440306,3.7871621499671257,0,1309,599.7474131816182,0.9069013938299546,1933.7199950807014
2023-01-07 11:00:00,11.835738441977332,30.382280833410636,1.4615408105976118,1,1958,763.5679804830556,0.17011897222875494,4851.683668864414
2023-01-07 12:00:00,11.360701893136863,73.87896189348572,4.336570594417264,0,1069,632.5337546166869,0.2656544059003899,8534.087011592781
2023-01-07 13:00:00,18.838047855773116,37.72737070357596,2.2838985415246214,1,1098,427.4403564830894,0.6143986447713309,4189.036133342301
2023-01-07 14:00:00,27.580907592408845,31.12413609213955,1.949080287498441,0,1543,799.0981061200636,0.8954996842125535,5147.308514128323
2023-01-07 15:00:00,22.145656321126495,72.1421574584839,4.926355201384873,0,981,462.8644464316726,0.20873778752870037,4448.57655830772
2023-01-07 16:00:00,11.02708164683147,39.7541786343244,1.8357558635774285,1,1477,205.77837912284906,0.5709743789078713,8103.0655968931205
2023-01-07 17:00:00,19.66877275965583,48.664134218882396,2.808470694576747,1,1240,165.565073594334,0.4928877710112636,6864.362952823142
2023-01-07 18:00:00,41.07790437021059,37.146392487318735,1.3007356284457319,0,1253,195.2416035502888,0.10642850697001242,4045.8783823826516
2023-01-07 19:00:00,19.66804848988914,54.64438441916687,0.863896552821851,1,1138,943.0530089556812,0.3583596151723204,8467.495761361726
2023-01-07 20:00:00,27.94842859974205,57.14270127332708,2.0411698088838937,0,676,313.6767524349676,0.7485980729693107,5196.885460795429
2023-01-07 21:00:00,12.914275390594185,36.64523284371088,4.091654423491201,1,751,217.38001916752057,0.6173283484478864,6535.98485238577
2023-01-07 22:00:00,29.530734800460372,49.96195878184829,3.1743709022734774,1,1653,106.06570393762935,0.17899761973540013,2286.3650490852337
2023-01-07 23:00:00,17.43363110861469,45.41579395558571,4.6139347547713125,0,1527,900.0164688843396,0.4543642690577965,2949.5440277621856
2023-01-08 00:00:00,24.9762526797891,69.90168711356122,1.2043787671267063,1,673,376.8041673675278,0.9951255384720911,3564.089682294296
2023-01-08 01:00:00,26.495887202598347,40.45323471671256,2.168862423508675,0,1287,752.4452661369731,0.737999877707741,3141.019288952521
2023-01-08 02:00:00,18.51487793519034,47.095117869935166,4.0141943314607325,1,1692,846.8538286376838,0.22233351071135019,7519.804151174607
2023-01-08 03:00:00,14.748280042220959,76.74756166108122,1.9678386263536556,1,1966,945.7565982484476,0.14091987177721332,5398.129355257161
2023-01-08 04:00:00,19.69341345416465,48.21472404469698,4.035944926435084,1,1599,613.4154654106626,0.7905436849538917,3068.1674730794584
2023-01-08 05:00:00,20.902929742127967,40.54101091280412,3.0871046933549318,1,532,698.6803632733818,0.9062543902878505,5872.695275230564
2023-01-08 06:00:00,14.263806296896174,74.69136783398778,2.412967372014899,1,607,509.2658715457564,0.35388516729153907,3463.4922632947696
2023-01-08 07:00:00,18.3732886012286,50.35307419056102,0.7371196308479887,1,1594,191.35981535122363,0.9039882455836524,4102.5436798124065
2023-01-08 08:00:00,22.834843129646305,62.48971286916992,3.9825620648245494,0,1760,304.47751277844793,0.5521417308954523,6151.454178373293
2023-01-08 09:00:00,13.32853329945458,61.52608673892276,0.7463206484396185,1,1274,619.3661772996239,0.7406484632675809,4668.2192917266
2023-01-08 10:00:00,25.438974291282705,51.36318586080404,0.7074122832090027,1,1083,396.72597976943405,0.5843559363967527,7880.868175696643
2023-01-08 11:00:00,18.20416976640894,39.55129449273242,3.120346173211583,1,1283,861.9963833587691,0.916771424073784,3501.40186943721
2023-01-08 12:00:00,28.757710365011583,39.893068773086924,3.7587598457723264,0,1999,948.0852783591071,0.9584857163168068,5426.84647626154
2023-01-08 13:00:00,20.946636233398856,43.08546304219476,1.8950614323741135,0,1727,617.8772253948293,0.5707670093992574,3669.5737368538353
2023-01-08 14:00:00,42.15757859523302,30.121217945949454,3.9037901410470743,0,1068,587.1065857103481,0.7619904893118739,8030.450152584512
2023-01-08 15:00:00,15.023187885316185,58.41064120381142,3.6844462085524214,0,1611,216.27576316700186,0.6905618567250975,5179.019767298789
2023-01-08 16:00:00,18.952896944084706,31.882912879026534,2.789434722285513,1,1880,145.8949800584317,0.11628883106257386,5237.852496441479
2023-01-08 17:00:00,10.112362325646076,51.26114304911702,3.022576601212403,1,1003,206.8342340217589,0.9748352179435904,2802.597159502706
2023-01-08 18:00:00,38.65876765415625,39.886922571322145,3.2022631846798593,0,1380,324.5377892477784,0.6592242525931405,6034.853441396124
2023-01-08 19:00:00,14.720404590267428,72.2898176689617,2.3167745348766897,1,835,521.5855935700622,0.6609095961703558,2002.1861023186502
2023-01-08 20:00:00,14.952295991091432,45.535538795843536,1.7953369594099116,0,585,153.2862021507473,0.5593477582282222,2714.1271396485427
2023-01-08 21:00:00,34.28026175527613,72.09429105616648,1.2737934267397957,0,1193,419.8061350901118,0.5032472079233796,5195.942308614129
2023-01-08 22:00:00,12.252667252702288,42.56249770003079,0.8379839015597867,0,539,386.4716452041086,0.14621492160720187,4028.5997747328206
2023-01-08 23:00:00,13.715995300209737,72.21653027348653,4.30197426512807,1,1980,105.17108538832102,0.3951330003045366,2405.223522993831
2023-01-09 00:00:00,23.065627080705834,79.23342734135858,4.420913256856518,1,786,106.39967904632692,0.44994374297538586,6674.138956526299
2023-01-09 01:00:00,37.49831548445293,47.42154801711444,2.8729867975561647,0,1509,359.8069925584785,0.7481970457690902,1792.670129803432
2023-01-09 02:00:00,12.264699299851177,37.87325513976778,2.5299831559773813,1,1408,369.56049660738705,0.895898335320557,7426.310826280509
2023-01-09 03:00:00,33.65112131857646,67.64717124226964,1.2572719136723087,1,1704,570.1908121476649,0.5552338494735898,6224.234461564303
2023-01-09 04:00:00,37.86756759777684,78.3374454684361,0.9214118907182369,1,926,621.6158146975699,0.4823033200990259,8196.445830325756
2023-01-09 05:00:00,30.90918574015507,54.85284605546562,1.661330077271252,0,1671,689.6689192932047,0.6025381986665882,2538.347361543805
2023-01-09 06:00:00,24.188275489059254,47.37551161785422,1.54688641362664,0,941,838.4995019288277,0.493219635194043,5377.841327567905
2023-01-09 07:00:00,42.70715683082512,35.28483744654985,1.6328566717214688,1,1732,649.2053514237939,0.4328948937278272,6977.627479239114
2023-01-09 08:00:00,20.3972163979687,68.8661489259591,2.398619241881133,0,1243,643.989692162649,0.4337206319582436,4260.402443259055
2023-01-09 09:00:00,27.29626141219069,37.043967603221944,0.7773948837241833,0,1093,166.64248413946166,0.26280111320742855,5917.148337837154
2023-01-09 10:00:00,31.22851906523109,33.051917468283726,2.5458564474154324,0,808,571.3980548214765,0.7550477698645551,2340.8026636622144
2023-01-09 11:00:00,38.44642454468856,56.77113628411436,2.890033816445987,0,654,877.7522722424536,0.14242469194240923,2200.9276817978234
2023-01-09 12:00:00,28.172834366202395,62.09183661121273,3.8843262094759625,1,562,266.3960378826557,0.9988236124558572,3505.830012162285
